Date,Time,Val1,Sensore Val1,Val2,Sensore Val2,Val3,Sensore Val3,Val4,Sensore Val4,Val5,Sensore O3,Temperature,Relative Humidity,Absolute Humidity
06/10/2004,7:00:00,-200,1433,-200,24.2,-200,506,-200,1972,1409,1439,17.6,70.5,1.4057
06/10/2004,8:00:00,-200,1516,-200,32,-200,429,-200,2183,1596,1706,18.3,67.8,1.4091
06/10/2004,9:00:00,-200,1528,-200,25.8,-200,473,-200,2039,1449,1756,20.4,61.2,1447
06/10/2004,10:00:00,-200,1347,-200,16.2,-200,560,-200,1713,1186,1493,22.5,55.6,1499
06/10/2004,11:00:00,-200,1392,-200,17.7,-200,530,-200,1771,1231,1567,25.7,46.4,1507
06/10/2004,12:00:00,-200,1359,-200,16.5,-200,542,-200,1784,1195,1376,26.8,44.6,1.5467
06/10/2004,13:00:00,-200,1391,-200,18.3,-200,518,-200,1845,1249,1399,26,46.4,1.5414
06/10/2004,14:00:00,-200,1335,-200,14.6,-200,563,-200,1729,1137,1293,26.3,46,1.5478
06/10/2004,15:00:00,-200,1402,-200,17.1,-200,530,-200,1789,1213,1348,27.4,43.9,1.5811
06/10/2004,16:00:00,-200,1406,-200,17.2,-200,542,-200,1772,1216,1314,29.6,36.7,1.4936
06/10/2004,17:00:00,-200,1527,-200,24.6,-200,476,-200,1966,1419,1507,28.7,37.3,1.4486
06/10/2004,18:00:00,-200,1559,-200,26.9,-200,463,-200,2022,1476,1660,25.7,44.1,1.4331
06/10/2004,19:00:00,-200,1840,-200,44,-200,360,-200,2553,1852,2143,24.5,49.5,1.5022
06/10/2004,20:00:00,-200,1666,-200,31,-200,427,-200,2195,1573,1968,23.3,54.4,1.5386
06/10/2004,21:00:00,-200,1336,-200,16.8,-200,542,-200,1759,1204,1490,22.4,57.9,1.5449
06/10/2004,22:00:00,-200,1189,-200,11,-200,641,-200,1553,1014,1249,22.7,55.8,1.5218
06/10/2004,23:00:00,-200,1226,-200,11.4,-200,620,-200,1570,1029,1265,20.4,62.4,1.4758
07/10/2004,0:00:00,-200,1171,-200,9.9,-200,650,-200,1529,972,1181,20.3,64.2,1.5063
07/10/2004,1:00:00,-200,1002,-200,5,-200,814,-200,1385,762,954,21.4,60.6,1.5236
07/10/2004,2:00:00,-200,950,-200,3.7,-200,894,-200,1375,696,875,20.3,66.3,1.5657
07/10/2004,3:00:00,-200,930,-200,3.1,-200,925,-200,1321,660,838,20.9,62.2,1.5182
07/10/2004,4:00:00,-200,924,-200,2.9,-200,948,-200,1329,643,825,19.9,66.1,1.5198
07/10/2004,5:00:00,-200,994,-200,4.4,-200,852,-200,1400,732,882,19.8,67.1,1.5305
07/10/2004,6:00:00,-200,1089,-200,7.4,-200,741,-200,1479,873,990,20.1,64.4,1.4967
07/10/2004,7:00:00,-200,1468,-200,19.4,-200,518,-200,1899,1280,1423,19.7,66.4,1.5035
07/10/2004,8:00:00,-200,1696,-200,37.1,-200,383,-200,2464,1711,1823,20.9,62.4,1.5226
07/10/2004,9:00:00,-200,1479,-200,22.2,-200,491,-200,1937,1357,1581,22.5,57,1.5314
07/10/2004,10:00:00,-200,1425,-200,18.5,-200,516,-200,1864,1255,1500,23.5,53.4,1.5241
07/10/2004,11:00:00,-200,1279,-200,14,-200,587,-200,1668,1116,1268,24.7,48.2,1.4802
07/10/2004,12:00:00,-200,1319,-200,15.5,-200,571,-200,1743,1165,1230,27.1,40.9,1.4405
07/10/2004,13:00:00,-200,1329,-200,15.7,-200,561,-200,1739,1172,1204,25.9,44.2,1.4576
07/10/2004,14:00:00,-200,1327,-200,15.7,-200,566,-200,1747,1172,1205,26.9,41.8,1.4555
07/10/2004,15:00:00,-200,1282,-200,12.7,-200,605,-200,1651,1075,1103,27.2,40.7,1.4481
07/10/2004,16:00:00,2.9,1342,-200,15.3,267,572,87,1707,1157,1195,28.6,37.6,1.4468
07/10/2004,17:00:00,5.4,1623,-200,28.8,398,447,111,2110,1522,1618,28,38.5,1437
07/10/2004,18:00:00,5.3,1576,-200,26.1,418,463,119,2024,1458,1637,25.2,45.8,1.4464
07/10/2004,19:00:00,6.7,1747,-200,37.1,515,399,128,2370,1709,1876,24,50.6,1.4892
07/10/2004,20:00:00,7,1757,-200,35.7,669,396,117,2280,1680,1959,23.2,54.7,1.5296
07/10/2004,21:00:00,2.8,1331,-200,16.5,326,559,92,1715,1194,1477,22.3,57.1,1.5219
07/10/2004,22:00:00,1.7,1182,-200,11,209,658,73,1572,1016,1210,21.8,58.2,1.5036
07/10/2004,23:00:00,1.7,1162,-200,10.8,183,658,60,1556,1008,1160,20.9,61.3,1.4923
08/10/2004,0:00:00,1.7,1147,-200,9.6,165,668,60,1517,964,1116,20.6,62,1.4827
08/10/2004,1:00:00,1.2,1040,-200,6.5,111,762,53,1423,836,974,20.3,62.5,1472
08/10/2004,2:00:00,0.7,920,-200,3.6,67,920,47,1317,688,820,20.5,62.1,1.4771
08/10/2004,3:00:00,0.7,931,-200,3.3,-200,931,-200,1326,670,792,18.7,68.5,1.4586
08/10/2004,4:00:00,0.8,954,-200,4.4,88,865,43,1360,731,839,18.2,70.3,1.4498
08/10/2004,5:00:00,0.9,981,-200,5.5,147,817,47,1390,790,898,18.2,70.1,1.4552
08/10/2004,6:00:00,1.7,1147,-200,10.8,279,653,50,1589,1009,1096,18.2,70,1.4519
08/10/2004,7:00:00,5.7,1606,-200,31.2,665,440,81,2205,1578,1786,19.4,66.5,1.4801
08/10/2004,8:00:00,4.3,1490,-200,24.8,592,465,75,2033,1424,1604,19.5,66.9,1.4999
08/10/2004,9:00:00,3.9,1473,-200,24.2,557,483,87,1984,1409,1637,21.1,61.1,1.5056
08/10/2004,10:00:00,5.1,1582,-200,29.5,693,435,128,2141,1539,1827,23.2,54.7,1.5349
08/10/2004,11:00:00,3.7,1468,-200,21,530,496,105,1913,1323,1641,24.4,52.5,1.5807
08/10/2004,12:00:00,3.3,1413,-200,19.6,412,518,101,1883,1285,1505,26.4,45.8,1553
08/10/2004,13:00:00,3.6,1400,-200,21.2,366,520,100,1916,1331,1465,27.7,39.2,1.4356
08/10/2004,14:00:00,3.2,1361,-200,18,344,548,98,1805,1238,1368,28,39.6,1.4738
08/10/2004,15:00:00,3.5,1389,-200,20.5,339,525,98,1845,1311,1748,28.7,38.4,1486
08/10/2004,16:00:00,2.4,1305,-200,15.6,297,586,98,1690,1167,1301,28.5,39.4,1.5147
08/10/2004,17:00:00,2.9,1354,-200,19.2,294,543,90,1799,1275,1338,28.4,39.8,1.5191
08/10/2004,18:00:00,2.3,1352,-200,20,211,534,84,1846,1296,1337,26.4,45.9,1.5572
08/10/2004,19:00:00,3.1,1472,-200,21.1,323,497,101,1895,1327,1516,25.2,49.5,1.5665
08/10/2004,20:00:00,2.9,1412,-200,18.6,333,525,98,1797,1256,1435,24.9,50.9,1.5856
08/10/2004,21:00:00,1.5,1221,-200,12.3,163,619,76,1615,1061,1178,24.6,52.2,1.5951
08/10/2004,22:00:00,1.5,1230,-200,10.3,151,652,71,1559,990,1111,24,54.4,1.6049
08/10/2004,23:00:00,1.7,1247,-200,9.6,167,666,71,1569,961,1112,23.8,56.1,1.6298
09/10/2004,0:00:00,1.6,1217,-200,9.9,174,665,66,1565,975,1109,22.3,60.6,1608
09/10/2004,1:00:00,1.3,1158,-200,8.6,142,673,62,1519,923,1072,21.9,61.5,1.5967
09/10/2004,2:00:00,1.4,1150,-200,7.3,155,697,58,1502,871,1030,21.1,64.5,1594
09/10/2004,3:00:00,0.9,1061,-200,5.4,-200,766,-200,1447,785,935,21,64.4,1.5828
09/10/2004,4:00:00,0.9,1062,-200,5.1,96,780,48,1450,770,922,21.3,63.9,1.5951
09/10/2004,5:00:00,1.3,1157,-200,7.8,154,681,53,1549,890,1054,20.8,66.7,1.6201
09/10/2004,6:00:00,1.3,1167,-200,8.2,211,681,55,1548,907,1082,20.6,67.5,1621
09/10/2004,7:00:00,2.9,1403,-200,17.6,381,523,63,1872,1229,1365,20.9,66.3,1.6165
09/10/2004,8:00:00,3.2,1453,-200,20.1,470,489,69,1940,1298,1497,21.5,63.7,1.6186
09/10/2004,9:00:00,3.4,1455,-200,18.7,464,502,84,1868,1260,1540,23.7,56,1.6238
09/10/2004,10:00:00,3.6,1512,-200,19.5,450,498,95,1899,1282,1554,26,48.2,1598
09/10/2004,11:00:00,2.3,1331,-200,13,274,588,80,1689,1082,1252,28.5,42.4,1.6286
09/10/2004,12:00:00,3.1,1472,-200,18.2,306,512,87,1873,1246,1455,28.1,45.3,1.6957
09/10/2004,13:00:00,3.3,1430,-200,16.2,308,539,94,1812,1187,1339,29,43.9,1.7309
09/10/2004,14:00:00,1.9,1264,-200,11,186,624,76,1650,1016,1062,28.9,44.3,1.7392
09/10/2004,15:00:00,2.6,1378,-200,15.9,238,548,92,1775,1177,1266,29.6,42.3,1.7248
09/10/2004,16:00:00,2.7,1377,-200,14.2,249,578,94,1716,1123,1223,29.4,42.9,1.7308
09/10/2004,17:00:00,3.7,1527,-200,19.9,378,502,110,1907,1293,1469,28.7,45.1,1.7468
09/10/2004,18:00:00,3.8,1573,-200,21.7,386,470,109,1990,1343,1553,27,51.2,1.7928
09/10/2004,19:00:00,4.8,1674,-200,25.7,461,448,122,2065,1447,1689,26.5,52.7,1.7966
09/10/2004,20:00:00,3.5,1455,-200,17.3,394,535,107,1796,1218,1387,26.2,51.7,1.7334
09/10/2004,21:00:00,2.2,1242,-200,11.2,266,630,83,1641,1022,1139,24.8,56.4,1.7447
09/10/2004,22:00:00,1.5,1181,-200,8.9,158,701,62,1565,935,960,24.9,56,1.7367
09/10/2004,23:00:00,3.4,1468,-200,15.2,319,565,89,1738,1155,1293,24.5,57.5,1.7433
10/10/2004,0:00:00,3.7,1520,-200,17.2,409,552,103,1812,1217,1357,24.7,56.9,1.7438
10/10/2004,1:00:00,2,1203,-200,11.9,223,621,74,1664,1046,1103,23.9,59.2,1.7327
10/10/2004,2:00:00,1.4,1096,-200,8.1,107,732,52,1560,903,857,23.8,60.2,1.7515
10/10/2004,3:00:00,1.1,991,-200,4.9,-200,845,-200,1440,759,658,23.5,61.3,1.7538
10/10/2004,4:00:00,-200,941,-200,3.6,50,942,38,1406,686,549,22.8,64,1.7507
10/10/2004,5:00:00,0.7,952,-200,3.7,56,910,39,1429,695,627,22.2,65.6,1.7355
10/10/2004,6:00:00,1.2,1082,-200,6.3,163,753,59,1526,825,930,21.3,69.1,1.7275
10/10/2004,7:00:00,1.3,1095,-200,7.7,187,705,56,1574,886,1001,21.3,68.2,1.7127
10/10/2004,8:00:00,1.1,1049,-200,6.3,150,765,51,1521,826,917,22.2,65.2,1.7256
10/10/2004,9:00:00,1,1055,-200,5.6,103,807,51,1494,795,834,24.1,59,1.7449
10/10/2004,10:00:00,1.2,1074,-200,5.1,143,814,58,1489,767,796,24.3,61.6,1.8468
10/10/2004,11:00:00,1.9,1229,-200,9,220,680,68,1653,941,1040,24.8,59.6,1.8351
10/10/2004,12:00:00,2.3,1228,-200,9.3,301,668,81,1622,952,1110,24.5,58.8,1.7838
10/10/2004,13:00:00,1.6,1107,-200,5.9,214,768,73,1546,807,836,21,76.8,1.8881
10/10/2004,14:00:00,1.3,1031,-200,4.4,162,872,69,1476,732,704,19.8,78,1.7879
10/10/2004,15:00:00,1.8,1155,-200,5.8,232,815,81,1510,804,773,19.4,80.5,1.7917
10/10/2004,16:00:00,1.7,1131,-200,6.6,254,784,82,1531,841,811,19.6,79.1,1.7877
10/10/2004,17:00:00,1.8,1143,-200,7.8,224,744,71,1578,890,848,20.8,73.1,1.7695
10/10/2004,18:00:00,2,1145,-200,8.4,247,733,81,1586,915,892,21.1,68.6,1.7014
10/10/2004,19:00:00,2.2,1169,-200,8.3,334,726,87,1563,910,992,21.1,68.3,1.6914
10/10/2004,20:00:00,1.6,1105,-200,8.1,239,734,72,1576,905,950,21.2,67.7,1.6848
10/10/2004,21:00:00,1.3,1049,-200,6.1,168,806,63,1517,817,882,20.8,68.6,1.6719
10/10/2004,22:00:00,1.5,1069,-200,6.7,185,767,63,1527,844,883,20.8,68.1,1.6585
10/10/2004,23:00:00,1.5,1073,-200,6.6,178,768,63,1549,838,892,20.7,68.4,1.6507
11/10/2004,0:00:00,1.3,1039,-200,6.1,132,799,55,1502,817,836,20.1,70.5,1.6384
11/10/2004,1:00:00,1.4,1021,-200,6,135,794,52,1502,811,837,20.2,67.9,1.5901
11/10/2004,2:00:00,0.5,825,-200,1.4,39,1203,32,1302,536,498,19.4,70.4,1.5663
11/10/2004,3:00:00,0.4,828,-200,1.7,-200,1166,-200,1304,558,494,18.8,73.8,1.5885
11/10/2004,4:00:00,0.4,847,-200,1.9,33,1139,29,1321,576,507,17.9,77.7,1.5795
11/10/2004,5:00:00,0.6,903,-200,3.4,90,956,44,1385,679,660,18.2,76.9,1.5945
11/10/2004,6:00:00,1.1,1041,-200,7.2,164,757,53,1486,865,902,18.6,74.9,1.5918
11/10/2004,7:00:00,2.9,1314,-200,19,336,559,62,1888,1267,1240,19.6,70.3,1.5821
11/10/2004,8:00:00,3.5,1326,-200,24.5,366,499,68,1971,1416,1395,20.2,66.6,1.5567
11/10/2004,9:00:00,4.6,1464,-200,25.6,565,475,85,2049,1444,1625,19.7,68.9,1.5638
11/10/2004,10:00:00,3.4,1313,-200,17.1,536,564,88,1789,1213,1359,19.2,73.4,1.6192
11/10/2004,11:00:00,2.3,1202,-200,12.3,416,647,82,1623,1058,1152,20,69.6,1607
11/10/2004,12:00:00,2.7,1225,-200,15.2,379,607,91,1738,1155,1159,21.1,64,1.5795
11/10/2004,13:00:00,3.1,1257,-200,18.3,368,557,87,1837,1248,1179,20.2,67.4,1.5832
11/10/2004,14:00:00,3.2,1271,-200,17.2,444,566,90,1810,1217,1227,20.2,68.9,1.6074
11/10/2004,15:00:00,2.5,1179,-200,14.1,352,634,97,1667,1120,1119,21.9,57.6,1.4942
11/10/2004,16:00:00,3.4,1278,-200,18.3,375,574,99,1814,1248,1243,23.2,52,1.4642
11/10/2004,17:00:00,4.8,1435,-200,25,479,499,109,2072,1429,1449,21.7,59.1,1.5115
11/10/2004,18:00:00,4.5,1326,-200,22.2,448,525,95,1966,1356,1405,20.8,61.4,1.4898
11/10/2004,19:00:00,4,1324,-200,21.4,388,537,80,1920,1335,1444,19.9,64.2,1.4711
11/10/2004,20:00:00,3.2,1206,-200,16.2,376,592,76,1751,1185,1386,19.7,65.1,1.4769
11/10/2004,21:00:00,1.9,1052,-200,10.3,224,700,62,1556,987,1102,20,63.3,1.4672
11/10/2004,22:00:00,1.9,1057,-200,8.9,206,743,57,1525,934,1041,19,66.1,1.4415
11/10/2004,23:00:00,1.3,952,-200,6.5,143,846,57,1381,833,881,18.8,60.9,1.3032
12/10/2004,0:00:00,1.1,911,-200,5.1,113,919,54,1340,769,791,18.9,60.7,1311
12/10/2004,1:00:00,1,898,-200,4.6,93,915,50,1345,742,796,18.1,65.2,1343
12/10/2004,2:00:00,0.5,809,-200,2.1,58,1134,44,1277,593,647,18.3,65.1,1.3529
12/10/2004,3:00:00,0.6,823,-200,2.4,-200,1072,-200,1300,616,716,18.3,66.9,1.3952
12/10/2004,4:00:00,0.5,814,-200,3.2,56,1029,34,1311,666,719,17.8,67.5,1.3674
12/10/2004,5:00:00,0.8,857,-200,3.9,105,982,44,1312,705,733,16.9,66.7,1.2772
12/10/2004,6:00:00,1.2,935,-200,6,243,881,74,1356,810,835,17.8,60.6,1.2276
12/10/2004,7:00:00,2.7,1159,-200,13.8,492,671,101,1650,1110,1094,17.6,60.8,1.2151
12/10/2004,8:00:00,3,1102,-200,14.8,435,648,103,1594,1141,1114,17.9,57.8,1.1751
12/10/2004,9:00:00,-200,979,-200,8.4,-200,795,-200,1398,917,903,18.1,56.4,1.1645
12/10/2004,10:00:00,-200,998,-200,9,-200,785,-200,1442,941,914,18.2,55.9,1.1547
12/10/2004,11:00:00,-200,962,-200,8.3,-200,793,-200,1380,911,872,19.7,49.1,1.1148
12/10/2004,12:00:00,-200,985,-200,9.5,-200,773,-200,1426,957,860,20.8,45.8,1.1126
12/10/2004,13:00:00,-200,1043,-200,12.1,-200,707,-200,1514,1053,959,20.5,46,1.1
12/10/2004,14:00:00,-200,929,-200,7.4,-200,826,-200,1365,875,814,18.9,50.6,1.0927
12/10/2004,15:00:00,-200,946,-200,8,-200,816,-200,1377,898,827,18.4,51.6,1.0832
12/10/2004,16:00:00,-200,955,-200,7.9,-200,818,-200,1366,894,804,17.9,52.6,1.0711
12/10/2004,17:00:00,-200,1004,-200,10.9,-200,730,-200,1460,1012,906,17.1,54.2,1.0503
12/10/2004,18:00:00,-200,1037,-200,12.1,-200,708,-200,1480,1053,958,16.5,56.2,1.0455
12/10/2004,19:00:00,-200,1066,-200,14.7,-200,670,-200,1577,1140,1032,16.7,54.1,1.0212
12/10/2004,20:00:00,-200,890,-200,6,-200,898,-200,1274,813,772,15.4,57.7,1.0008
12/10/2004,21:00:00,-200,843,-200,4.3,-200,990,-200,1219,729,618,15.5,57.1,0.9971
12/10/2004,22:00:00,-200,834,-200,4.1,-200,997,-200,1205,716,614,15.6,55.9,985
12/10/2004,23:00:00,-200,809,-200,3.1,-200,1074,-200,1161,659,550,14.8,58.4,0.9777
13/10/2004,0:00:00,-200,786,-200,2.2,-200,1164,-200,1132,600,511,14.8,57.9,0.9662
13/10/2004,1:00:00,-200,747,-200,1.5,-200,1276,-200,1100,543,469,14.6,57.6,0.9517
13/10/2004,2:00:00,-200,723,-200,0.9,-200,1419,-200,1065,485,425,14.6,57.1,0.9428
13/10/2004,3:00:00,-200,704,-200,0.5,-200,1558,-200,1050,444,394,14.4,57.6,0.9416
13/10/2004,4:00:00,-200,709,-200,0.6,-200,1590,-200,1055,449,392,14.5,57.4,0.9413
13/10/2004,5:00:00,-200,726,-200,0.7,-200,1485,-200,1066,466,408,14.3,58.4,0.9501
13/10/2004,6:00:00,-200,798,-200,2.2,-200,1205,-200,1141,599,517,14.7,57.4,0.9564
13/10/2004,7:00:00,-200,925,-200,5.8,-200,908,-200,1272,800,750,14.3,58.1,0.9404
13/10/2004,8:00:00,-200,906,-200,5.9,-200,878,-200,1272,809,787,14,58.3,0.9294
13/10/2004,9:00:00,1.5,896,-200,5.9,286,882,78,1257,809,788,15.4,53.2,0.9246
13/10/2004,10:00:00,1.2,882,-200,5.3,281,932,72,1222,776,760,16.5,49.9,0.9289
13/10/2004,11:00:00,-200,948,-200,6.9,-200,859,-200,1283,853,839,17.4,47.6,0.9387
13/10/2004,12:00:00,-200,945,-200,7.7,-200,818,-200,1307,886,827,18,46.1,0.9401
13/10/2004,13:00:00,-200,942,-200,7.3,-200,832,-200,1314,871,765,17.9,46.5,0.9474
13/10/2004,14:00:00,-200,943,-200,7.2,-200,831,-200,1297,864,814,17.4,48.3,955
13/10/2004,15:00:00,-200,894,-200,6,-200,892,-200,1258,810,737,16,52.6,0.9489
13/10/2004,16:00:00,-200,984,-200,8.3,-200,795,-200,1348,910,875,15.3,58.7,1.0154
13/10/2004,17:00:00,-200,1044,-200,11.2,-200,726,-200,1454,1022,983,15.2,55.9,0.9572
13/10/2004,18:00:00,-200,981,-200,10.1,-200,759,-200,1370,983,942,14.8,56.3,0.9459
13/10/2004,19:00:00,-200,1021,-200,10.6,-200,731,-200,1415,1001,971,14.7,57.8,0.9626
13/10/2004,20:00:00,-200,943,-200,7.2,-200,834,-200,1314,867,891,14.8,57.3,0.9603
13/10/2004,21:00:00,-200,863,-200,4.4,-200,970,-200,1207,732,724,14.9,57.1,0.9581
13/10/2004,22:00:00,-200,847,-200,3.8,-200,1013,-200,1174,698,719,15.2,55.5,0.9521
13/10/2004,23:00:00,-200,859,-200,3.8,-200,1015,-200,1189,698,705,15.3,55.4,0.9564
14/10/2004,0:00:00,-200,861,-200,4,-200,1004,-200,1197,712,718,15.1,56.9,0.9673
14/10/2004,1:00:00,-200,786,-200,2.2,-200,1146,-200,1123,602,584,15,56.4,0.9554
14/10/2004,2:00:00,-200,740,-200,1.1,-200,1333,-200,1074,506,469,14.9,56.4,0.9474
14/10/2004,3:00:00,-200,730,-200,0.8,-200,1434,-200,1065,483,438,15.2,54.7,0.9394
14/10/2004,4:00:00,-200,728,-200,0.8,-200,1436,-200,1061,475,432,15.1,55.4,0.9439
14/10/2004,5:00:00,-200,755,-200,1.2,-200,1325,-200,1091,517,487,14.9,56.8,0.9541
14/10/2004,6:00:00,-200,854,-200,3.2,-200,1080,-200,1189,663,655,15.2,55.9,0.9589
14/10/2004,7:00:00,-200,1079,-200,10.2,-200,758,-200,1465,985,1009,15.3,56.3,0.9684
14/10/2004,8:00:00,-200,1097,-200,13.6,-200,659,-200,1520,1103,1113,15.6,55.4,0.9725
14/10/2004,9:00:00,-200,1024,-200,9.9,-200,747,-200,1386,976,1030,16.3,53.3,0.9809
14/10/2004,10:00:00,-200,990,-200,9.1,-200,776,-200,1359,942,986,20.4,42.2,0.9964
14/10/2004,11:00:00,-200,1013,-200,8,-200,788,-200,1369,901,975,21.9,39.4,1.0234
14/10/2004,12:00:00,-200,1051,-200,9.7,-200,746,-200,1442,968,984,21.5,41.2,1.0399
14/10/2004,13:00:00,-200,1052,-200,9.7,-200,726,-200,1446,966,982,22.2,41.4,1097
14/10/2004,14:00:00,-200,1141,-200,12,-200,675,-200,1530,1049,1117,21,46.8,1.1508
14/10/2004,15:00:00,-200,1130,-200,11.3,-200,679,-200,1537,1024,1177,21.9,44.9,1.1635
14/10/2004,16:00:00,-200,1099,-200,10.4,-200,711,-200,1507,993,1129,21.5,46.7,1.1837
14/10/2004,17:00:00,-200,1182,-200,12.4,-200,653,-200,1616,1064,1217,19.7,56.6,1.2811
14/10/2004,18:00:00,-200,1211,-200,14.6,-200,615,-200,1682,1135,1234,18.8,60.8,1.3036
14/10/2004,19:00:00,-200,1340,-200,21,-200,537,-200,1907,1324,1412,19.3,59.6,1.3195
14/10/2004,20:00:00,-200,1299,-200,17.9,-200,553,-200,1804,1237,1350,17.6,69.2,1.3803
14/10/2004,21:00:00,-200,1046,-200,7.3,-200,769,-200,1479,872,968,16.4,77.1,1.4243
14/10/2004,22:00:00,-200,949,-200,4.8,-200,884,-200,1393,754,759,16.6,77.3,1.4491
14/10/2004,23:00:00,-200,966,-200,4.8,-200,908,-200,1363,756,741,15.9,78.1,1.4039
15/10/2004,0:00:00,-200,1062,-200,7.7,-200,770,-200,1473,887,866,15.1,82.3,1.4009
15/10/2004,1:00:00,-200,934,-200,4.3,-200,906,-200,1345,730,757,14.8,83.8,1.4005
15/10/2004,2:00:00,-200,862,-200,3,-200,1046,-200,1289,649,675,14.4,84.6,1.3794
15/10/2004,3:00:00,-200,823,-200,2.1,-200,1125,-200,1241,590,624,15.8,77.6,1.3792
15/10/2004,4:00:00,-200,839,-200,2.3,-200,1097,-200,1259,604,605,15.2,79.4,1.3605
15/10/2004,5:00:00,-200,879,-200,3.5,-200,992,-200,1312,681,703,14.8,81.9,1.3735
15/10/2004,6:00:00,-200,1095,-200,10,-200,725,-200,1562,977,998,14.6,82.9,1.3706
15/10/2004,7:00:00,-200,1359,-200,20.5,-200,544,-200,1878,1311,1311,14.8,80.4,1.3428
15/10/2004,8:00:00,-200,1354,-200,22.2,-200,519,-200,1942,1358,1403,15.6,77.1,1.3527
15/10/2004,9:00:00,-200,1420,-200,24.1,-200,501,-200,1941,1405,1573,17.3,70.9,1.3876
15/10/2004,10:00:00,-200,1265,-200,17.4,-200,578,-200,1760,1221,1354,22.2,51.3,1.3543
15/10/2004,11:00:00,-200,1146,-200,14.2,-200,639,-200,1659,1122,1131,24.4,43.9,1.3184
15/10/2004,12:00:00,-200,1150,-200,15,-200,620,-200,1676,1149,1113,22.7,47.6,1.2989
15/10/2004,13:00:00,-200,1282,-200,18.3,-200,560,-200,1861,1247,1258,20.5,61.5,1.4673
15/10/2004,14:00:00,-200,1067,-200,13,-200,684,-200,1548,1085,985,23.3,40.4,1.1421
15/10/2004,15:00:00,-200,1185,-200,18.1,-200,603,-200,1689,1243,1197,23.2,39.9,1.1172
15/10/2004,16:00:00,-200,1312,-200,23.1,-200,540,-200,1881,1381,1402,21.5,44.5,1129
15/10/2004,17:00:00,-200,1319,-200,24.9,-200,509,-200,1938,1426,1491,20.9,48.5,1.1878
15/10/2004,18:00:00,-200,1255,-200,21.7,-200,539,-200,1875,1342,1396,19.8,53.1,1216
15/10/2004,19:00:00,-200,1123,-200,14.1,-200,648,-200,1593,1119,1198,20.1,53.6,1.2477
15/10/2004,20:00:00,-200,1126,-200,11.9,-200,689,-200,1523,1045,1166,19.6,56,1.2623
15/10/2004,21:00:00,-200,924,-200,5.1,-200,902,-200,1357,766,752,18.6,60.4,1.2817
15/10/2004,22:00:00,-200,982,-200,6.8,-200,853,-200,1390,849,717,14.5,78.3,1288
15/10/2004,23:00:00,-200,936,-200,4.8,-200,939,-200,1311,756,693,16.3,70.5,1.2921
16/10/2004,0:00:00,-200,1069,-200,7.2,-200,825,-200,1394,865,816,14.1,83.8,1346
16/10/2004,1:00:00,-200,967,-200,5.4,-200,879,-200,1326,785,766,14.5,81.3,1.3399
16/10/2004,2:00:00,-200,869,-200,3,-200,1033,-200,1249,649,631,14.7,80.7,1.3414
16/10/2004,3:00:00,-200,916,-200,3.7,-200,986,-200,1287,692,683,14.5,82.1,1.3493
16/10/2004,4:00:00,-200,886,-200,3.6,-200,970,-200,1278,686,654,15,78.4,1.3333
16/10/2004,5:00:00,-200,926,-200,4.7,-200,902,-200,1325,747,759,14.5,80.5,1.3221
16/10/2004,6:00:00,-200,971,-200,6.9,-200,808,-200,1389,851,876,14.6,79,1.3082
16/10/2004,7:00:00,-200,1029,-200,7.7,-200,807,-200,1446,886,926,15,74.8,1.2672
16/10/2004,8:00:00,-200,1124,-200,12.2,-200,667,-200,1569,1057,1091,15.9,70.4,1.2658
16/10/2004,9:00:00,-200,1063,-200,9.6,-200,729,-200,1454,964,1045,17.4,62.3,1.2282
16/10/2004,10:00:00,-200,1028,-200,9.6,-200,756,-200,1413,961,928,21.3,42.9,1.0727
16/10/2004,11:00:00,-200,944,-200,8.3,-200,828,-200,1342,910,777,22,38.9,1.0154
16/10/2004,12:00:00,-200,913,-200,7,-200,892,-200,1275,857,640,20.3,41.3,0.9745
16/10/2004,13:00:00,-200,966,-200,8.2,-200,819,-200,1354,906,741,20.2,45.6,1.0663
16/10/2004,14:00:00,-200,833,-200,4.5,-200,1021,-200,1162,737,483,20.8,37.4,0.9107
16/10/2004,15:00:00,-200,891,-200,5.5,-200,960,-200,1234,789,522,21.6,35.9,0.9164
16/10/2004,16:00:00,-200,995,-200,8.7,-200,825,-200,1320,927,718,22,35.7,0.9329
16/10/2004,17:00:00,-200,1038,-200,8.7,-200,816,-200,1332,929,798,19.9,42,0.9665
16/10/2004,18:00:00,-200,1146,-200,14,-200,695,-200,1534,1118,1174,19.2,46.3,1.0158
16/10/2004,19:00:00,-200,1059,-200,9.5,-200,787,-200,1417,958,891,17.9,56.9,1.1545
16/10/2004,20:00:00,-200,1065,-200,7.9,-200,819,-200,1397,893,799,14.7,75.5,1.2554
16/10/2004,21:00:00,-200,1013,-200,6.2,-200,855,-200,1377,822,855,15.1,78.9,1.3409
16/10/2004,22:00:00,-200,942,-200,4,-200,979,-200,1303,712,734,17.2,66.7,1.2987
16/10/2004,23:00:00,-200,925,-200,4.4,-200,960,-200,1284,735,691,15.4,73.2,1.2755
17/10/2004,0:00:00,-200,871,-200,2.6,-200,1118,-200,1228,628,557,16.5,68.5,1.2753
17/10/2004,1:00:00,-200,864,-200,2.7,-200,1097,-200,1259,633,523,16.4,70.3,1.3031
17/10/2004,2:00:00,-200,929,-200,3.8,-200,991,-200,1307,698,610,15.4,78.1,1.3557
